disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes
Aniridia, type II	Peters anomaly	3	3	Ophthamological	Developmental	3
Ankylosing spoldylitis, susceptibility to	Abacavir hypersensitivity, susceptibility to	1	1	Connective tissue	Immunological	1
Ankylosing spoldylitis, susceptibility to	Stevens-Johnson syndrome, carbamazepine-induced, susceptibility to	1	1	Connective tissue	Dermatological	1
Anorexia nervosa, susceptibility to	Alcohol dependence, susceptibility to	1	1	Nutritional	Unclassified	1
Anorexia nervosa, susceptibility to	Obsessive-compulsive disorder, susceptibility to	1	1	Nutritional	Psychiatric	1
Anorexia nervosa, susceptibility to	Schizophrenia, susceptibility to	1	1	Nutritional	Psychiatric	1
Anorexia nervosa, susceptibility to	Seasonal affective disorder, susceptibility to	1	1	Nutritional	Psychiatric	1
Anterior segment anomalies and cataract	Branchiootic syndrome	2	2	Ophthamological	Neurological	2
Anterior segment anomalies and cataract	Branchiootorenal syndrome	2	2	Ophthamological	Neurological	2
Anterior segment anomalies and cataract	Branchiootorenal syndrome with cataract	2	2	Ophthamological	Neurological	2
Anterior segment mesenchymal dysgenesis	Axenfeld anomaly	3	3	Ophthamological	Ophthamological	3
Anterior segment mesenchymal dysgenesis	Iridogoniodysgenesis	3	3	Ophthamological	Ophthamological	3
Anterior segment mesenchymal dysgenesis	Iris hypoplasia and glaucoma	3	3	Ophthamological	Ophthamological	3
Anterior segment mesenchymal dysgenesis	Rieger anomaly	3	3	Ophthamological	multiple	3
Anterior segment mesenchymal dysgenesis and cataract	Cataract, congenital	1	1	Ophthamological	Ophthamological	1
Antley-Bixler syndrome	Adrenal hyperplasia, congenital, due to combined P450C17 and P450C21 deficiency, 201750	1	1	Unclassified	Endocrine	1
Antley-Bixler syndrome	Disordered steroidogenesis, isolated	1	1	Unclassified	Metabolic	1
Anxiety-related personality traits	Obsessive-compulsive disorder 1	3	3	Psychiatric	Psychiatric	3
Aortic aneurysm, ascending, and dissection	Ectopia lentis, familial	3	3	Cardiovascular	Ophthamological	3
Aortic aneurysm, ascending, and dissection	Marfan syndrome	3	3	Cardiovascular	Connective tissue	3
Aortic aneurysm, ascending, and dissection	MASS syndrome	3	3	Cardiovascular	Connective tissue	3
Aortic aneurysm, ascending, and dissection	Shprintzen-Goldberg syndrome	3	3	Cardiovascular	multiple	3
Aortic aneurysm, ascending, and dissection	Weill-Marchesani syndrome, dominant	3	3	Cardiovascular	Connective tissue	3
Aortic aneurysm, ascending, and dissection	Weill-Marchesani syndrome, recessive	3	2	Cardiovascular	Connective tissue	1
Apert syndrome	Beare-Stevenson cutis gyrata syndrome	4	4	Connective tissue	multiple	4
Apert syndrome	Craniofacial-skeletal-dermatologic dysplasia	4	4	Connective tissue	multiple	4
Apert syndrome	Craniosynostosis, nonspecific	4	4	Connective tissue	Skeletal	4
Apert syndrome	Crouzon syndrome	4	4	Connective tissue	Skeletal	4
Apert syndrome	Gastric cancer, somatic	4	4	Connective tissue	Cancer	4
Apert syndrome	Jackson-Weiss syndrome	4	4	Connective tissue	Skeletal	4
Apert syndrome	Pfeiffer syndrome	4	4	Connective tissue	Skeletal	4
Apert syndrome	Saethre-Chotzen syndrome	4	4	Connective tissue	Developmental	4
Aplastic anemia	AIDS, rapid progression to	1	1	Hematological	Immunological	1
Aplastic anemia	TSC2 angiomyolipomas, renal, modifier of	1	1	Hematological	multiple	1
Aplastic anemia	Tuberculosis, susceptibility to	1	1	Hematological	Respiratory	1
Aplastic anemia	Dyskeratosis congenita, autosomal dominant	3	3	Hematological	Dermatological	3
ApoA-I and apoC-III deficiency, combined	Amyloidosis, 3 or more types	1	1	Metabolic	Neurological	1
ApoA-I and apoC-III deficiency, combined	Corneal clouding, autosomal recessive	1	1	Metabolic	Ophthamological	1
ApoA-I and apoC-III deficiency, combined	Hypertriglyceridemia, one form	1	1	Metabolic	Metabolic	1
ApoA-I and apoC-III deficiency, combined	Hypoalphalipoproteinemia	1	1	Metabolic	Metabolic	1
Apolipoprotein A-II deficiency	Hypercholesterolemia, familial, modification of	1	1	Metabolic	Metabolic	1
Apparent mineralocorticoid excess, hypertension due to	Hypertension, mild low-renin	2	2	Bone	Cardiovascular	2
Aquaporin-1 deficiency	Blood group, Colton	3	3	Unclassified	Hematological	3
Aromatase deficiency	Virilization, maternal and fetal, from placental aromatase deficiency	3	3	Metabolic	Developmental	3
Arrhythmogenic right ventricular dysplasia 2	Ventricular tachycardia, stress-induced polymorphic	2	2	Cardiovascular	Cardiovascular	2
Arrhythmogenic right ventricular dysplasia 8	Dilated cardiomyopathy with woolly hair and keratoderma	3	3	Cardiovascular	multiple	3
Arrhythmogenic right ventricular dysplasia 8	Epidermolysis bullosa, lethal acantholytic	3	3	Cardiovascular	Dermatological	3
Arrhythmogenic right ventricular dysplasia 8	Keratosis palmoplantaris striata II	3	3	Cardiovascular	Dermatological	3
Arrhythmogenic right ventricular dysplasia 8	Skin fragility-woolly hair syndrome	3	3	Cardiovascular	Dermatological	3
Arthrogryposis multiplex congenita, distal, type 1	Nemaline myopathy	4	4	Developmental	Muscular	4
Arthrogryposis multiplex congenita, distal, type 2B	Arthyrgryposis multiplex congenita, distal, type 2B	4	4	Developmental	Developmental	3
Arthropathy, progressive pseudorheumatoid, of childhood	Corneal dystrophy, hereditary polymorphous posterior	3	5	Bone	Ophthamological	1
Arthropathy, progressive pseudorheumatoid, of childhood	Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	3	5	Bone	multiple	1
Arthropathy, progressive pseudorheumatoid, of childhood	Keratoconus	3	5	Bone	Ophthamological	1
Arthropathy, progressive pseudorheumatoid, of childhood	Spondyloepiphyseal dysplasia tarda with progressive arthropathy	3	3	Bone	Skeletal	3
Arthyrgryposis multiplex congenita, distal, type 2B	Arthrogryposis multiplex congenita, distal, type 2B	4	4	Developmental	Developmental	3
Asperger syndrome	Autism, X-linked	1	1	Psychiatric	Psychiatric	1
Asperger syndrome	Autism, X-linked	3	3	Psychiatric	Psychiatric	3
Asperger syndrome	Mental retardation, X-linked	3	3	Psychiatric	Neurological	3
Asthma	IgE levels QTL	2	2	Respiratory	Immunological	2
Asthma, dimished response to antileukotriene treatment in	Atherosclerosis, susceptibility to	1	1	Respiratory	Cardiovascular	1
Asthma, nocturnal, susceptibility to	Beta-2-adrenoreceptor agonist, reduced response to	1	1	Respiratory	Unclassified	1
Asthma, nocturnal, susceptibility to	Obesity, susceptibility to	1	1	Respiratory	Nutritional	1
Asthma, susceptibility to	Allergic rhinitis, susceptibility to	2	2	Respiratory	Immunological	2
Asthma, susceptibility to	Atopy, susceptibility to	2	2	Respiratory	Immunological	2
Asthma, susceptibility to	Platelet-activating factor acetylhydrolase deficiency	2	2	Respiratory	Hematological	2
Asthma, susceptibility to	Dementia, vascular, susceptibility to	2	2	Respiratory	Neurological	2
Asthma, susceptibility to	Malaria, cerebral, susceptibility to	2	2	Respiratory	Immunological	2
Asthma, susceptibility to	Migraine without aura, susceptibility to	2	2	Respiratory	Neurological	2
Asthma, susceptibility to	Septic shock, susceptibility to	2	2	Respiratory	Immunological	2
Ataxia, episodic	Epilepsy, generalized idiopathic	2	2	Neurological	Neurological	2
Ataxia, episodic	Epilepsy, juvenile myoclonic	2	2	Neurological	Neurological	2
Ataxia, episodic	Epilepsy, juvenile myoclonic	2	2	Neurological	Neurological	1
Ataxia-telangiectasia	Breast cancer, susceptibility to	3	3	Immunological	Cancer	3
Ataxia-telangiectasia	Lymphoma, B-cell non-Hodgkin, somatic	3	3	Immunological	Cancer	3
Ataxia-telangiectasia	Lymphoma, mantle cell	3	3	Immunological	Cancer	3
Ataxia-telangiectasia	T-cell prolymphocytic leukemia, sporadic	3	3	Immunological	Cancer	3
Atelosteogenesis II	Achondrogenesis Ib	5	5	Connective tissue	Bone	5
Atelosteogenesis II	Diastrophic dysplasia	5	5	Connective tissue	Skeletal	5
Atelosteogenesis II	Diastrophic dysplasia, broad bone-platyspondylic variant	5	5	Connective tissue	Skeletal	5
Atelosteogenesis II	Epiphyseal dysplasia, multiple	5	5	Connective tissue	Bone	5
Atelostogenesis, type I	Larson syndrome	3	3	Connective tissue	Skeletal	3
Atelostogenesis, type I	Spondylocarpotarsal synostosis syndrome	3	3	Connective tissue	Skeletal	3
Athabaskan brainstem dysgenesis syndrome	Bosley-Salih-Alorainy syndrome	3	3	Neurological	Neurological	3
Atherosclerosis, susceptibility to	Asthma, dimished response to antileukotriene treatment in	1	1	Cardiovascular	Respiratory	1
Atopy	Netherton syndrome	2	2	Immunological	Dermatological	2
Atopy, susceptibility to	Asthma, susceptibility to	2	2	Immunological	Respiratory	2
Atopy, susceptibility to	Platelet-activating factor acetylhydrolase deficiency	2	2	Immunological	Hematological	2
Atransferrinemia	Iron deficiency anemia, susceptibility to	1	1	Hematological	Hematological	1
Atrial fibrillation, familial	Long QT syndrome-6	3	3	Cardiovascular	Cardiovascular	3
Atrial fibrillation, familial	Jervell and Lange-Nielsen syndrome	5	5	Cardiovascular	multiple	5
Atrial fibrillation, familial	Long QT syndrome-1	5	5	Cardiovascular	Cardiovascular	5
Atrial septal defect 3	Cardiomyopathy, familial hypertrophic	3	3	Cardiovascular	Cardiovascular	3
Atrial septal defect with atrioventricular conduction defects	Atrioventricular block, idiopathic second-degree	2	2	Cardiovascular	Cardiovascular	2
Atrial septal defect with atrioventricular conduction defects	Tetrology of Fallot	2	2	Cardiovascular	Cardiovascular	2
Atrichia with papular lesions	Alopecia universalis	2	2	Dermatological	Dermatological	2
Atrichia with papular lesions	Blood group, Auberger system	2	3	Dermatological	Hematological	1
Atrichia with papular lesions	Blood group, Lutheran system	2	3	Dermatological	Hematological	1
Atrioventricular block, idiopathic second-degree	Atrial septal defect with atrioventricular conduction defects	2	2	Cardiovascular	Cardiovascular	2
Atrioventricular block, idiopathic second-degree	Tetrology of Fallot	2	2	Cardiovascular	Cardiovascular	2
Atrioventricular septal defect	Hypoplastic left heart syndrome	5	5	Cardiovascular	Cardiovascular	5
Atrioventricular septal defect	Oculodentodigital dysplasia	5	5	Cardiovascular	Skeletal	5
Atrioventricular septal defect	Syndactyly, type III	5	5	Cardiovascular	Skeletal	5
Atrioventricular septal defect, partial, with heterotaxy syndrome	Atrioventricular septal defect, susceptibility to, 2	2	2	Cardiovascular	Cardiovascular	2
Atrioventricular septal defect, susceptibility to, 2	Atrioventricular septal defect, partial, with heterotaxy syndrome	2	2	Cardiovascular	Cardiovascular	2
Attention deficit-hyperactivity disorder, susceptibility to	Blepharospasm, primary benign	3	3	Psychiatric	Ophthamological	3
Attention deficit-hyperactivity disorder, susceptibility to	Dystonia, primary cervical	3	3	Psychiatric	Neurological	3
Autism, X-linked	Angelman syndrome	5	5	Psychiatric	Developmental	5
Autism, X-linked	Mental retardation, X-linked	5	5	Psychiatric	Neurological	5
Autism, X-linked	Mental retardation, X-linked, with progressive spasticity	5	5	Psychiatric	Neurological	5
Autism, X-linked	PPM-X syndrome	5	5	Psychiatric	Neurological	5
Autism, X-linked	Rett syndrome	5	5	Psychiatric	Neurological	5
Autism, X-linked	Rett syndrome, preserved speech variant	5	5	Psychiatric	Neurological	5
Autism, X-linked	Asperger syndrome	1	1	Psychiatric	Psychiatric	1
Autism, X-linked	Asperger syndrome	3	3	Psychiatric	Psychiatric	3
Autism, X-linked	Mental retardation, X-linked	3	3	Psychiatric	Neurological	3
Autoimmune lymphoproliferative syndrome	Autoimmune lymphoproliferative syndrome, type IA	5	5	Immunological	Immunological	5
Autoimmune lymphoproliferative syndrome	Squamous cell carcinoma, burn scar-related, somatic	5	5	Immunological	Cancer	5
Autoimmune lymphoproliferative syndrome, type IA	Autoimmune lymphoproliferative syndrome	5	5	Immunological	Immunological	5
Autoimmune lymphoproliferative syndrome, type IA	Squamous cell carcinoma, burn scar-related, somatic	5	5	Immunological	Cancer	5
Autoimmune lymphoproliferative syndrome, type II	Gastric cancer, somatic	3	3	Immunological	Cancer	3
Autoimmune lymphoproliferative syndrome, type II	Non-Hodgkin lymphoma, somatic	3	3	Immunological	Cancer	3
Autoimmune lymphoproliferative syndrome, type IIB	Hepatocellular carcinoma, somatic	2	2	Immunological	Cancer	2
Autoimmune thyroid disease, susceptibility to 3	Goiter, nonendemic, simple	2	2	Endocrine	Endocrine	2
Autoimmune thyroid disease, susceptibility to 3	Hypothyroidism, hereditary congenital	2	2	Endocrine	Endocrine	2
Axenfeld anomaly	Anterior segment mesenchymal dysgenesis	3	3	Ophthamological	Ophthamological	3
Axenfeld anomaly	Iridogoniodysgenesis	3	3	Ophthamological	Ophthamological	3
Axenfeld anomaly	Iris hypoplasia and glaucoma	3	3	Ophthamological	Ophthamological	3
Axenfeld anomaly	Rieger anomaly	3	3	Ophthamological	multiple	3
Bannayan-Riley-Ruvalcaba syndrome	Bannayan-Zonana syndrome	2	2	Unclassified	Unclassified	2
Bannayan-Riley-Ruvalcaba syndrome	Cowden disease	2	2	Unclassified	Cancer	2
Bannayan-Riley-Ruvalcaba syndrome	Endometrial carcinoma	2	2	Unclassified	Cancer	2
Bannayan-Riley-Ruvalcaba syndrome	Lhermitte-Duclos syndrome	2	2	Unclassified	Cancer	2
Bannayan-Riley-Ruvalcaba syndrome	Meningioma	2	2	Unclassified	Cancer	2
Bannayan-Riley-Ruvalcaba syndrome	Oligodendroglioma	2	2	Unclassified	Cancer	2
Bannayan-Riley-Ruvalcaba syndrome	Prostate cancer	2	2	Unclassified	Cancer	2
Bannayan-Riley-Ruvalcaba syndrome	Thyroid carcinoma, follicular	2	2	Unclassified	Cancer	2
Bannayan-Riley-Ruvalcaba syndrome	VATER association with hydrocephalus	2	2	Unclassified	multiple	2
Bannayan-Zonana syndrome	Bannayan-Riley-Ruvalcaba syndrome	2	2	Unclassified	Unclassified	2
Bannayan-Zonana syndrome	Cowden disease	2	2	Unclassified	Cancer	2
Bannayan-Zonana syndrome	Endometrial carcinoma	2	2	Unclassified	Cancer	2
Bannayan-Zonana syndrome	Lhermitte-Duclos syndrome	2	2	Unclassified	Cancer	2
Bannayan-Zonana syndrome	Meningioma	2	2	Unclassified	Cancer	2
Bannayan-Zonana syndrome	Oligodendroglioma	2	2	Unclassified	Cancer	2
Bannayan-Zonana syndrome	Prostate cancer	2	2	Unclassified	Cancer	2
Bannayan-Zonana syndrome	Thyroid carcinoma, follicular	2	2	Unclassified	Cancer	2
Bannayan-Zonana syndrome	VATER association with hydrocephalus	2	2	Unclassified	multiple	2
Bardet-Biedl syndrome 1, modifier of	Bardet-Biedl syndrome 3	2	2	multiple	multiple	2
Bardet-Biedl syndrome 3	Bardet-Biedl syndrome 1, modifier of	2	2	multiple	multiple	2
Bardet-Biedl syndrome 6	Kallmann syndrome	5	3	multiple	multiple	1
Bardet-Biedl syndrome 6	McKusick-Kaufman syndrome	5	5	multiple	Developmental	5
Bare lymphocyte syndrome, type I, due to TAP2 deficiency	Wegener-like granulomatosis	4	4	Immunological	Immunological	4
Bare lymphocyte syndrome, type II, complementation group A	Multiple sclerosis, susceptibility to	2	2	Immunological	Neurological	2
Bare lymphocyte syndrome, type II, complementation group A	Rheumatoid arthritis, susceptibility to	2	2	Immunological	Connective tissue	2
Bare lymphocyte syndrome, type II, complementation group C	Bare lymphocyte syndrome, type II, complementation group E	1	1	Immunological	Immunological	1
Bare lymphocyte syndrome, type II, complementation group E	Bare lymphocyte syndrome, type II, complementation group C	1	1	Immunological	Immunological	1
Barth syndrome	Cardiomyopathy, X-linked dilated	5	5	multiple	Cardiovascular	5
Barth syndrome	Noncompaction of left ventricular myocardium, isolated	5	5	multiple	Cardiovascular	5
Bart-Pumphrey syndrome	Deafness, autosomal dominant 3	7	7	multiple	Ear,Nose,Throat	7
Bart-Pumphrey syndrome	Deafness, autosomal dominant 3	7	5	multiple	Ear,Nose,Throat	1
Bart-Pumphrey syndrome	Deafness, autosomal recessive 1	7	7	multiple	Ear,Nose,Throat	7
Bart-Pumphrey syndrome	Deafness, nonsyndromic neurosensory, digenic	7	5	multiple	Ear,Nose,Throat	1
Bart-Pumphrey syndrome	Ectodermal dysplasia 2, hidrotic	7	5	multiple	Dermatological	1
Bart-Pumphrey syndrome	Hystrix-like ichthyosis with deafness	7	7	multiple	multiple	7
Bart-Pumphrey syndrome	Keratitis-ichthyosis-deafness syndrome	7	7	multiple	multiple	7
Bart-Pumphrey syndrome	Keratoderma, palmoplantar, with deafness	7	7	multiple	Dermatological	7
Bart-Pumphrey syndrome	Vohwinkel syndrome	7	7	multiple	multiple	7
Bartter syndrome, type 3	Bartter syndrome, type 4, digenic	1	1	multiple	multiple	1
Bartter syndrome, type 4, digenic	Bartter syndrome, type 3	1	1	multiple	multiple	1
Basal cell carcinoma	Capillary malformation-arteriovenous malformation	4	4	Cancer	Cardiovascular	4
Basal cell carcinoma	Parkes Weber syndrome	4	4	Cancer	multiple	4
Basal cell carcinoma, somatic	Medulloblastoma	1	1	Cancer	Cancer	1
Basal cell carcinoma, somatic	Basal cell nevus syndrome	4	4	Cancer	multiple	4
Basal cell carcinoma, somatic	Holoprosencephaly-7	4	4	Cancer	Developmental	4
Basal cell nevus syndrome	Basal cell carcinoma, somatic	4	4	multiple	Cancer	4
Basal cell nevus syndrome	Holoprosencephaly-7	4	4	multiple	Developmental	4
Basal ganglia disease, adult-onset	Hyperferritinemia-cataract syndrome	1	1	Neurological	Ophthamological	1
BCG infection, generalized familial	H. pylori infection, susceptibility to	1	1	Immunological	Immunological	1
BCG infection, generalized familial	Mycobacterial infection, atypical, familial disseminated	1	1	Immunological	Immunological	1
BCG infection, generalized familial	Tuberculosis, susceptibility to	1	1	Immunological	Respiratory	1
